SEX,PAY
Men,26000
Men,26000
Women,26000
Men,26000
Women,26000
Women,26000
Women,26000
Women,26000
Women,26000
Men,26000
Women,26000
Men,26000
Men,26000
Men,26000
Women,26000
Men,26000
Men,26000
Women,26000
Women,26000
Women,26000
Men,26000
Women,26000
Women,26000
Men,26200
Women,26300
Men,26408
Women,26500
Women,26500
Women,26500
Women,26500
Men,26500
Women,26500
Men,26500
Men,26500
Women,26500
Women,26500
Men,26500
Men,26500
Men,26500
Women,26500
Women,26500
Women,26500
Women,26500
Women,26500
Men,26500
Women,26500
Men,26500
Women,26800
Women,26800
Women,26800
Women,26869
Women,26997
Women,27000
Men,27000
Women,27000
Women,27000
Women,27000
Women,27000
Women,27000
Men,27000
Women,27000
Women,27000
Women,27000
Women,27000
Women,27000
Men,27000
Women,27000
Men,27000
Women,27000
Women,27000
Men,27000
Women,27000
Women,27000
Men,27000
Women,27000
Women,27000
Women,27000
Women,27000
Women,27000
Women,27000
Women,27000
Men,27000
Men,27000
Men,27000
Women,27000
Women,27000
Men,27000
Women,27000
Women,27000
Men,27000
Men,27000
Men,27000
Women,27000
Men,27000
Women,27000
Women,27000
Men,27000
Women,27000
Women,27000
Men,27000
Men,27000
Women,27000
Women,27000
Men,27000
Men,27000
Women,27000
Women,27000
Men,27000
Men,27000
Women,27000
Men,27000
Women,27000
Men,27000
Men,27000
Men,27000
Women,27000
Women,27000
Women,27000
Men,27000
Men,27000
Women,27000
Men,27000
Women,27000
Women,27000
Women,27000
Men,27000
Men,27000
Women,27000
Men,27000
Women,27000
Men,27000
Men,27000
Men,27100
Women,27200
Women,27279
Women,27300
Men,27303
Women,27361
Men,27361
Women,27398
Women,27500
Men,27500
Men,27500
Women,27500
Women,27500
Women,27500
Women,27500
Women,27500
Men,27500
Women,27500
Men,27500
Men,27500
Women,27500
Women,27500
Women,27500
Men,27500
Women,27600
Women,27800
Women,27848
Women,27900
Men,28000
Women,28000
Women,28000
Men,28000
Women,28000
Men,28000
Women,28000
Men,28000
Women,28000
Women,28000
Men,28000
Men,28000
Women,28000
Women,28000
Men,28000
Men,28000
Women,28000
Men,28000
Women,28000
Men,28000
Women,28000
Women,28000
Women,28000
Men,28000
Men,28000
Women,28000
Men,28000
Men,28000
Women,28000
Men,28000
Women,28000
Women,28000
Women,28000
Women,28000
Men,28000
Women,28000
Men,28000
Men,28000
Women,28000
Women,28000
Men,28000
Men,28000
Women,28000
Women,28000
Men,28000
Men,28000
Men,28000
Women,28000
Men,28000
Women,28000
Men,28000
Men,28000
Men,28000
Men,28000
Women,28000
Men,28000
Men,28000
Men,28000
Women,28000
Women,28000
Men,28000
Men,28000
Men,28000
Women,28000
Men,28000
Men,28000
Men,28000
Men,28000
Men,28000
Men,28000
Men,28000
Men,28000
Women,28000
Women,28000
Men,28000
Women,28000
Women,28000
Men,28000
Men,28000
Women,28000
Women,28000
Men,28000
Women,28000
Men,28000
Men,28000
Men,28000
Men,28000
Women,28000
Men,28000
Women,28000
Men,28000
Men,28000
Men,28000
Men,28000
Women,28000
Women,28000
Men,28000
Men,28000
Men,28000
Men,28000
Women,28000
Men,28000
Women,28000
Women,28000
Men,28000
Men,28000
Women,28000
Men,28000
Men,28000
Men,28000
Men,28000
Women,28000
Women,28013
Women,28180
Women,28180
Women,28180
Women,28200
Men,28357
Men,28380
Women,28462
Women,28463
Women,28500
Men,28500
Women,28500
Men,28500
Women,28500
Women,28500
Men,28500
Men,28500
Men,28500
Women,28500
Women,28500
Women,28500
Men,28500
Women,28500
Women,28500
Men,28600
Men,28700
Men,28746
Women,28746
Women,28750
Women,28900
Women,28900
Women,29000
Men,29000
Men,29000
Men,29000
Men,29000
Men,29000
Women,29000
Women,29000
Men,29000
Men,29000
Men,29000
Men,29000
Women,29000
Women,29000
Women,29000
Women,29000
Men,29000
Men,29000
Women,29000
Women,29000
Women,29000
Men,29000
Men,29000
Women,29000
Men,29000
Women,29000
Men,29000
Men,29000
Women,29000
Women,29000
Men,29000
Women,29000
Men,29000
Women,29000
Women,29000
Men,29000
Men,29000
Men,29000
Men,29000
Women,29000
Men,29000
Women,29000
Men,29000
Men,29000
Men,29000
Men,29000
Men,29000
Women,29000
Men,29000
Men,29000
Women,29000
Men,29000
Men,29000
Men,29000
Women,29000
Men,29000
Women,29006
Men,29100
Women,29200
Women,29307
Men,29312
Women,29350
Men,29400
Men,29450
Men,29500
Women,29500
Men,29500
Men,29500
Men,29500
Men,29638
Men,29700
Men,29800
Men,29868
Men,29900
Men,29952
Women,30000
Men,30000
Men,30000
Women,30000
Men,30000
Men,30000
Men,30000
Women,30000
Women,30000
Men,30000
Women,30000
Men,30000
Men,30000
Men,30000
Men,30000
Men,30000
Men,30000
Women,30000
Women,30000
Women,30000
Men,30000
Men,30000
Men,30000
Men,30000
Men,30000
Men,30000
Women,30000
Men,30000
Men,30000
Men,30000
Men,30000
Men,30000
Men,30000
Women,30000
Women,30000
Women,30000
Women,30000
Women,30000
Women,30000
Women,30000
Women,30000
Women,30000
Men,30000
Women,30000
Women,30000
Women,30000
Women,30000
Men,30000
Women,30000
Men,30000
Men,30000
Women,30000
Women,30000
Men,30000
Men,30000
Men,30000
Men,30000
Men,30000
Men,30000
Women,30000
Men,30000
Men,30000
Men,30000
Men,30000
Women,30000
Women,30000
Men,30000
Men,30000
Men,30000
Women,30000
Men,30000
Women,30000
Men,30000
Men,30000
Men,30000
Women,30000
Men,30000
Women,30000
Men,30000
Women,30000
Men,30000
Men,30000
Men,30000
Women,30000
Men,30000
Men,30000
Men,30000
Women,30000
Men,30000
Women,30000
Women,30000
Men,30000
Women,30000
Men,30000
Men,30000
Women,30000
Men,30000
Women,30000
Women,30000
Men,30000
Men,30000
Men,30000
Men,30000
Men,30000
Women,30000
Men,30000
Men,30000
Men,30000
Women,30000
Men,30000
Men,30000
Women,30000
Women,30000
Women,30000
Women,30000
Women,30000
Women,30000
Women,30000
Women,30000
Women,30000
Men,30000
Men,30000
Men,30000
Men,30000
Men,30000
Men,30000
Men,30000
Men,30000
Men,30000
Women,30000
Men,30000
Women,30000
Men,30000
Women,30000
Men,30000
Women,30000
Men,30000
Women,30000
Men,30000
Men,30000
Women,30000
Men,30000
Men,30000
Men,30000
Women,30000
Men,30000
Men,30000
Men,30000
Men,30000
Men,30000
Women,30000
Women,30000
Men,30000
Men,30000
Men,30000
Women,30000
Men,30000
Men,30000
Women,30000
Men,30000
Men,30000
Men,30000
Women,30000
Men,30000
Men,30000
Men,30000
Women,30000
Men,30000
Women,30000
Men,30000
Men,30000
Men,30000
Men,30000
Women,30000
Men,30000
Men,30000
Women,30000
Men,30000
Women,30000
Men,30020
Men,30200
Men,30300
Women,30335
Women,30500
Men,30500
Men,30500
Men,30500
Women,30500
Men,30600
Men,30600
Women,30600
Women,30624
Women,30800
Men,30800
Women,31000
Women,31000
Women,31000
Women,31000
Men,31000
Men,31000
Women,31000
Women,31000
Men,31000
Men,31000
Men,31000
Women,31000
Men,31000
Women,31000
Men,31000
Women,31000
Men,31000
Men,31000
Men,31000
Men,31000
Men,31000
Women,31000
Women,31000
Men,31000
Men,31000
Men,31000
Men,31000
Men,31000
Women,31000
Women,31000
Women,31000
Women,31000
Men,31000
Women,31000
Men,31000
Women,31000
Women,31000
Men,31000
Men,31000
Women,31000
Women,31000
Women,31000
Women,31000
Women,31000
Men,31000
Women,31000
Men,31000
Women,31000
Women,31000
Women,31000
Women,31000
Women,31200
Women,31250
Women,31370
Women,31380
Men,31500
Women,31500
Men,31500
Women,31600
Women,31750
Men,31978
Men,31996
Men,32000
Men,32000
Men,32000
Women,32000
Men,32000
Women,32000
Men,32000
Women,32000
Women,32000
Women,32000
Men,32000
Men,32000
Men,32000
Men,32000
Women,32000
Men,32000
Women,32000
Women,32000
Men,32000
Women,32000
Women,32000
Men,32000
Women,32000
Men,32000
Women,32000
Women,32000
Women,32000
Men,32000
Women,32000
Women,32000
Men,32000
Men,32000
Men,32000
Men,32000
Men,32000
Men,32000
Women,32000
Women,32000
Men,32000
Women,32000
Women,32000
Women,32000
Men,32000
Women,32000
Men,32000
Men,32000
Men,32000
Women,32000
Women,32000
Men,32000
Women,32000
Men,32000
Men,32000
Women,32000
Men,32000
Men,32000
Women,32000
Women,32000
Women,32000
Women,32000
Men,32000
Men,32000
Men,32000
Women,32000
Women,32000
Women,32000
Men,32000
Women,32000
Women,32000
Women,32000
Men,32000
Men,32000
Men,32000
Men,32000
Women,32000
Women,32000
Women,32000
Women,32000
Women,32000
Women,32000
Women,32000
Women,32000
Women,32000
Men,32000
Men,32000
Men,32000
Women,32000
Women,32000
Men,32000
Women,32000
Men,32000
Men,32000
Men,32000
Men,32000
Men,32000
Men,32448
Men,32486
Women,32500
Men,32500
Men,32500
Women,32500
Men,32500
Men,32500
Men,32500
Men,32500
Women,32500
Women,32500
Women,32656
Men,32724
Men,32750
Men,32762
Women,32800
Women,33000
Men,33000
Women,33000
Women,33000
Men,33000
Men,33000
Women,33000
Women,33000
Women,33000
Women,33000
Men,33000
Women,33000
Women,33000
Men,33000
Men,33000
Women,33000
Men,33000
Men,33000
Women,33000
Women,33000
Men,33000
Men,33000
Men,33000
Women,33000
Men,33000
Men,33000
Women,33000
Men,33000
Men,33000
Women,33000
Women,33000
Men,33000
Men,33000
Women,33000
Women,33000
Men,33000
Women,33000
Women,33000
Men,33000
Women,33000
Women,33000
Men,33000
Men,33000
Men,33000
Men,33000
Women,33000
Men,33000
Men,33000
Men,33000
Men,33000
Women,33000
Men,33200
Men,33400
Men,33400
Women,33500
Women,33500
Men,33500
Men,33500
Men,33500
Men,34000
Men,34000
Women,34000
Women,34000
Women,34000
Men,34000
Men,34000
Men,34000
Men,34000
Men,34000
Men,34000
Men,34000
Men,34000
Women,34000
Women,34000
Women,34000
Women,34000
Women,34000
Women,34000
Men,34000
Women,34000
Women,34000
Men,34000
Women,34000
Women,34000
Women,34000
Men,34000
Men,34000
Men,34000
Women,34000
Men,34000
Women,34000
Men,34000
Men,34000
Men,34000
Men,34000
Women,34000
Men,34000
Men,34000
Women,34000
Men,34000
Women,34000
Women,34000
Men,34000
Men,34000
Men,34000
Men,34000
Men,34000
Women,34000
Men,34000
Men,34000
Women,34000
Men,34000
Men,34000
Men,34000
Men,34000
Men,34000
Women,34000
Men,34000
Men,34000
Men,34000
Men,34000
Men,34000
Women,34000
Men,34000
Women,34000
Men,34000
Women,34000
Women,34000
Women,34100
Women,34300
Men,34300
Men,34500
Women,34500
Men,34500
Men,34500
Men,34500
Women,34500
Men,34550
Women,34556
Men,34671
Men,34780
Men,34960
Women,35000
Men,35000
Men,35000
Men,35000
Women,35000
Men,35000
Men,35000
Men,35000
Women,35000
Men,35000
Women,35000
Men,35000
Men,35000
Men,35000
Men,35000
Men,35000
Men,35000
Women,35000
Men,35000
Men,35000
Women,35000
Women,35000
Women,35000
Men,35000
Women,35000
Women,35000
Women,35000
Women,35000
Men,35000
Women,35000
Women,35000
Women,35000
Men,35000
Men,35000
Women,35000
Men,35000
Women,35000
Men,35000
Women,35000
Men,35000
Men,35000
Women,35000
Men,35000
Men,35000
Men,35000
Women,35000
Men,35000
Men,35000
Women,35000
Men,35000
Men,35000
Women,35000
Women,35000
Men,35000
Women,35000
Women,35000
Women,35000
Men,35000
Women,35000
Women,35000
Men,35000
Men,35000
Women,35000
Men,35000
Women,35000
Women,35000
Women,35000
Men,35000
Men,35000
Women,35000
Men,35000
Men,35000
Women,35000
Men,35000
Women,35000
Men,35000
Men,35000
Women,35000
Men,35000
Men,35000
Women,35000
Men,35000
Men,35000
Men,35000
Women,35000
Women,35000
Men,35000
Women,35000
Women,35000
Women,35000
Men,35000
Men,35000
Women,35000
Men,35000
Men,35000
Men,35000
Women,35000
Women,35000
Women,35000
Men,35000
Women,35000
Men,35000
Women,35000
Women,35000
Women,35000
Men,35000
Women,35000
Men,35000
Women,35000
Women,35000
Men,35000
Women,35000
Men,35000
Men,35000
Women,35000
Men,35000
Men,35000
Men,35000
Men,35000
Men,35127
Men,35225
Women,35300
Women,35400
Women,35400
Women,35500
Men,35500
Men,35500
Men,35500
Women,35500
Women,35500
Men,35500
Men,35500
Men,35500
Women,35675
Women,35700
Men,35721
Men,35750
Women,35763
Women,35800
Men,36000
Men,36000
Men,36000
Men,36000
Men,36000
Women,36000
Men,36000
Men,36000
Women,36000
Men,36000
Men,36000
Women,36000
Women,36000
Men,36000
Women,36000
Men,36000
Women,36000
Men,36000
Men,36000
Men,36000
Women,36000
Men,36000
Men,36000
Men,36000
Women,36000
Women,36000
Women,36000
Men,36000
Men,36000
Women,36000
Women,36000
Women,36000
Men,36000
Women,36000
Men,36000
Men,36000
Men,36000
Women,36000
Men,36000
Men,36000
Men,36000
Men,36000
Women,36000
Men,36000
Women,36000
Women,36000
Men,36000
Women,36000
Women,36000
Women,36000
Men,36000
Men,36000
Men,36000
Men,36000
Men,36000
Women,36000
Women,36000
Men,36000
Women,36000
Men,36000
Women,36000
Men,36000
Women,36000
Women,36000
Men,36000
Men,36000
Women,36000
Women,36000
Women,36500
Men,36500
Men,36500
Men,36500
Men,36500
Men,36500
Men,36500
Women,36700
Men,36717
Women,36748
Men,36960
Women,37000
Men,37000
Men,37000
Men,37000
Women,37000
Men,37000
Women,37000
Women,37000
Women,37000
Women,37000
Women,37000
Women,37000
Men,37000
Men,37000
Women,37000
Women,37000
Men,37000
Women,37000
Men,37000
Men,37000
Women,37000
Men,37000
Men,37000
Women,37000
Women,37000
Women,37000
Women,37000
Men,37000
Men,37000
Men,37000
Men,37000
Men,37000
Women,37000
Men,37000
Men,37000
Men,37000
Women,37000
Men,37000
Women,37000
Men,37000
Women,37000
Women,37000
Men,37000
Men,37000
Men,37000
Women,37000
Women,37000
Men,37000
Men,37000
Women,37000
Men,37050
Men,37185
Women,37400
Men,37400
Men,37438
Men,37500
Men,37500
Men,37500
Women,37500
Men,37500
Men,37500
Men,37500
Men,37500
Women,37500
Men,37500
Women,37500
Men,37600
Men,38000
Men,38000
Women,38000
Women,38000
Men,38000
Men,38000
Men,38000
Men,38000
Men,38000
Women,38000
Men,38000
Women,38000
Men,38000
Men,38000
Women,38000
Men,38000
Women,38000
Men,38000
Women,38000
Women,38000
Men,38000
Women,38000
Women,38000
Men,38000
Men,38000
Men,38000
Men,38000
Women,38000
Women,38000
Men,38000
Men,38000
Men,38000
Men,38000
Men,38000
Women,38000
Men,38000
Men,38000
Men,38000
Men,38000
Women,38000
Men,38000
Women,38000
Men,38000
Men,38000
Women,38000
Men,38000
Men,38000
Women,38000
Men,38000
Men,38000
Men,38000
Men,38000
Women,38000
Women,38000
Men,38000
Women,38000
Men,38000
Women,38000
Men,38000
Men,38000
Men,38000
Women,38000
Women,38000
Men,38000
Men,38000
Men,38000
Women,38000
Women,38000
Men,38000
Men,38000
Men,38000
Men,38000
Men,38000
Women,38000
Women,38118
Men,38200
Women,38250
Women,38427
Women,38500
Men,38500
Men,38500
Women,38500
Men,38800
Men,38900
Men,38900
Women,39000
Women,39000
Men,39000
Men,39000
Men,39000
Men,39000
Men,39000
Women,39000
Men,39000
Men,39000
Men,39000
Women,39000
Women,39000
Men,39000
Men,39000
Women,39000
Men,39000
Women,39000
Women,39000
Men,39000
Men,39000
Women,39000
Women,39000
Men,39000
Women,39000
Women,39200
Men,39450
Women,39500
Women,39600
Men,39629
Men,40000
Women,40000
Women,40000
Women,40000
Men,40000
Men,40000
Men,40000
Men,40000
Women,40000
Men,40000
Men,40000
Women,40000
Men,40000
Women,40000
Men,40000
Women,40000
Women,40000
Men,40000
Men,40000
Women,40000
Women,40000
Women,40000
Men,40000
Women,40000
Men,40000
Men,40000
Men,40000
Men,40000
Men,40000
Men,40000
Women,40000
Men,40000
Men,40000
Men,40000
Men,40000
Men,40000
Men,40000
Men,40000
Men,40000
Men,40000
Men,40000
Men,40000
Women,40000
Men,40000
Men,40000
Men,40000
Women,40000
Men,40000
Women,40000
Women,40000
Women,40000
Men,40000
Women,40000
Men,40000
Men,40000
Men,40000
Women,40000
Women,40000
Women,40000
Men,40000
Men,40000
Men,40000
Men,40000
Women,40000
Men,40000
Women,40000
Men,40000
Women,40000
Men,40000
Men,40000
Men,40000
Women,40000
Men,40000
Women,40000
Men,40000
Women,40000
Women,40000
Men,40000
Men,40000
Men,40000
Men,40000
Men,40000
Women,40000
Men,40000
Women,40000
Women,40000
Men,40000
Men,40000
Men,40000
Women,40000
Men,40000
Men,40000
Men,40000
Men,40000
Men,40000
Men,40000
Men,40000
Men,40000
Men,40000
Men,40000
Women,40000
Women,40000
Men,40000
Men,40000
Men,40000
Women,40000
Women,40000
Women,40000
Women,40000
Men,40000
Men,40000
Men,40000
Women,40000
Men,40000
Women,40000
Men,40000
Women,40000
Men,40000
Men,40000
Men,40000
Women,40000
Women,40002
Men,40090
Men,40100
Men,40100
Women,40250
Women,40300
Men,40500
Men,41000
Women,41000
Women,41000
Men,41000
Men,41000
Women,41000
Men,41000
Women,41000
Men,41000
Women,41000
Men,41000
Women,41000
Women,41000
Men,41000
Women,41000
Men,41000
Men,41000
Women,41000
Men,41000
Women,41000
Men,41000
Men,41000
Women,41000
Men,41000
Men,41000
Men,41000
Women,41000
Men,41000
Women,41000
Women,41000
Men,41000
Women,41000
Men,41000
Women,41000
Women,41000
Men,41000
Women,41000
Women,41044
Women,41100
Men,41200
Men,41285
Men,41600
Men,41600
Women,41600
Women,41800
Men,42000
Men,42000
Men,42000
Women,42000
Women,42000
Women,42000
Women,42000
Women,42000
Men,42000
Men,42000
Men,42000
Men,42000
Women,42000
Women,42000
Men,42000
Women,42000
Women,42000
Men,42000
Women,42000
Women,42000
Men,42000
Women,42000
Men,42000
Men,42000
Women,42000
Women,42000
Men,42000
Women,42000
Women,42000
Men,42000
Men,42000
Men,42000
Women,42000
Men,42000
Men,42000
Men,42000
Men,42000
Men,42000
Men,42000
Women,42000
Men,42000
Women,42000
Women,42000
Men,42000
Women,42000
Men,42000
Women,42000
Men,42000
Women,42000
Men,42000
Women,42000
Men,42000
Women,42000
Men,42000
Men,42000
Men,42000
Women,42000
Men,42000
Men,42000
Men,42000
Men,42000
Men,42000
Women,42000
Men,42000
Women,42000
Women,42000
Men,42000
Women,42000
Women,42000
Women,42000
Women,42000
Men,42000
Women,42000
Men,42000
Women,42000
Women,42114
Women,42500
Men,42500
Men,42500
Men,42500
Women,42500
Men,42525
Women,42555
Men,42569
Men,42600
Women,42781
Men,42800
Women,42957
Men,43000
Women,43000
Men,43000
Women,43000
Women,43000
Men,43000
Men,43000
Men,43000
Men,43000
Women,43000
Men,43000
Women,43000
Men,43000
Men,43000
Women,43000
Men,43000
Women,43000
Women,43000
Women,43000
Men,43000
Men,43000
Women,43000
Women,43000
Men,43000
Men,43000
Women,43000
Men,43000
Men,43000
Women,43000
Women,43000
Women,43000
Women,43000
Women,43000
Women,43000
Men,43000
Women,43000
Women,43100
Men,43100
Men,43192
Men,43320
Women,43500
Men,43500
Women,43500
Women,43600
Women,43700
Men,44000
Men,44000
Women,44000
Men,44000
Women,44000
Women,44000
Men,44000
Women,44000
Women,44000
Men,44000
Women,44000
Men,44000
Men,44000
Men,44000
Men,44000
Men,44000
Men,44000
Men,44000
Men,44000
Men,44000
Men,44000
Men,44000
Women,44000
Women,44000
Women,44000
Men,44000
Women,44000
Women,44000
Men,44000
Men,44000
Men,44000
Men,44500
Women,44500
Women,44600
Men,45000
Men,45000
Men,45000
Men,45000
Men,45000
Women,45000
Men,45000
Women,45000
Men,45000
Men,45000
Men,45000
Women,45000
Men,45000
Men,45000
Women,45000
Women,45000
Men,45000
Men,45000
Men,45000
Men,45000
Men,45000
Women,45000
Women,45000
Men,45000
Women,45000
Women,45000
Women,45000
Women,45000
Women,45000
Women,45000
Men,45000
Men,45000
Men,45000
Men,45000
Men,45000
Men,45000
Women,45000
Men,45000
Women,45000
Men,45000
Women,45000
Men,45000
Men,45000
Men,45000
Men,45000
Women,45000
Men,45000
Men,45000
Men,45000
Men,45000
Men,45000
Women,45000
Men,45000
Men,45000
Men,45000
Men,45000
Men,45000
Women,45000
Women,45000
Men,45000
Men,45000
Men,45000
Men,45000
Women,45000
Men,45000
Men,45000
Men,45000
Women,45000
Men,45000
Men,45000
Men,45000
Men,45000
Men,45000
Men,45000
Men,45000
Men,45000
Men,45000
Men,45000
Men,45000
Men,45000
Women,45000
Men,45000
Men,45240
Men,45550
Men,45600
Women,45648
Men,46000
Men,46000
Men,46000
Men,46000
Men,46000
Men,46000
Women,46000
Women,46000
Women,46000
Men,46000
Men,46000
Men,46000
Women,46000
Women,46000
Women,46000
Women,46000
Men,46000
Men,46000
Men,46000
Men,46000
Men,46000
Men,46000
Men,46000
Women,46000
Women,46335
Men,46400
Women,46500
Men,46597
Men,47000
Men,47000
Women,47000
Women,47000
Women,47000
Men,47000
Women,47000
Women,47000
Women,47000
Women,47000
Men,47000
Men,47000
Men,47000
Men,47000
Men,47000
Men,47000
Men,47000
Men,47000
Women,47000
Men,47000
Men,47000
Women,47000
Women,47000
Men,47000
Men,47000
Women,47000
Women,47000
Men,47500
Women,47500
Men,47500
Women,47500
Men,47500
Women,47500
Men,47900
Men,48000
Men,48000
Men,48000
Men,48000
Men,48000
Men,48000
Men,48000
Women,48000
Men,48000
Women,48000
Men,48000
Men,48000
Men,48000
Men,48000
Men,48000
Women,48000
Women,48000
Women,48000
Men,48000
Men,48000
Men,48000
Men,48000
Men,48000
Men,48000
Men,48000
Women,48000
Men,48000
Men,48000
Women,48000
Men,48000
Men,48000
Men,48000
Men,48000
Men,48000
Men,48000
Men,48000
Women,48000
Women,48000
Men,48000
Women,48192
Women,48300
Men,48500
Men,48500
Women,48500
Men,48500
Men,48903
Men,49000
Women,49000
Men,49000
Men,49000
Men,49000
Women,49000
Men,49000
Men,49000
Men,49000
Men,49000
Men,49000
Men,49000
Men,49000
Women,49000
Women,49000
Women,49000
Men,49000
Women,49000
Men,49000
Men,49250
Men,49500
Men,49500
Men,49500
Men,49650
Men,49772
Men,49835
Men,49950
Men,50000
Men,50000
Men,50000
Men,50000
Men,50000
Men,50000
Women,50000
Men,50000
Women,50000
Women,50000
Men,50000
Women,50000
Men,50000
Men,50000
Men,50000
Men,50000
Men,50000
Men,50000
Men,50000
Women,50000
Women,50000
Men,50000
Women,50000
Women,50000
Women,50000
Men,50000
Women,50000
Men,50000
Men,50000
Women,50000
Men,50000
Women,50000
Men,50000
Men,50000
Men,50000
Women,50000
Men,50000
Men,50000
Men,50000
Men,50000
Men,50000
Men,50000
Men,50000
Men,50000
Men,50000
Men,50000
Men,50000
Men,50000
Men,50000
Men,50000
Men,50000
Men,50000
Men,50000
Men,50000
Women,50000
Men,50000
Women,50000
Women,50000
Women,50000
Men,50000
Men,50000
Men,50000
Men,50000
Men,50000
Women,50000
Men,50000
Men,50000
Women,50000
Women,50000
Women,50000
Men,50000
Men,50000
Men,50000
Women,50000
Men,50000
Men,50000
Men,50000
Women,50000
Men,50000
Men,50000
Men,50000
Men,50171
Men,50400
Men,50600
Men,51000
Men,51000
Men,51000
Men,51000
Men,51000
Men,51000
Men,51000
Women,51000
Men,51000
Men,51000
Women,51000
Men,51000
Men,51000
Women,51000
Men,51000
Men,51000
Men,51000
Women,51000
Men,51001
Men,51435
Men,51500
Women,51500
Men,52000
Women,52000
Women,52000
Men,52000
Men,52000
Men,52000
Men,52000
Men,52000
Men,52000
Women,52000
Men,52000
Men,52000
Women,52000
Men,52000
Women,52000
Men,52000
Women,52000
Men,52000
Men,52000
Men,52000
Men,52000
Women,52000
Men,52000
Women,52000
Men,52000
Men,52000
Men,52000
Men,52000
Men,52000
Men,52500
Women,52600
Men,53000
Women,53000
Men,53000
Men,53000
Men,53000
Men,53000
Men,53000
Men,53000
Men,53000
Men,53000
Women,53000
Men,53000
Women,53000
Men,53000
Men,53000
Men,53000
Men,53500
Men,53500
Women,53500
Women,54000
Women,54000
Women,54000
Men,54000
Men,54000
Women,54000
Men,54000
Men,54000
Men,54000
Women,54000
Men,54000
Women,54000
Women,54000
Men,54000
Women,54000
Women,54000
Men,54000
Men,54000
Men,54264
Men,54300
Men,54500
Men,55000
Men,55000
Men,55000
Men,55000
Women,55000
Women,55000
Men,55000
Men,55000
Men,55000
Men,55000
Women,55000
Men,55000
Men,55000
Men,55000
Men,55000
Men,55000
Men,55000
Women,55000
Men,55000
Women,55000
Men,55000
Women,55000
Men,55000
Men,55000
Men,55000
Men,55000
Women,55000
Men,55000
Men,55000
Men,55000
Women,55000
Men,55000
Men,55000
Men,55000
Men,55000
Women,55000
Women,55000
Men,55000
Men,55000
Men,55000
Men,55000
Men,55000
Women,55000
Men,55000
Men,55000
Men,55000
Men,55000
Men,55000
Men,55000
Men,56000
Men,56000
Women,56000
Women,56000
Men,56000
Women,56000
Women,56000
Women,56000
Men,56000
Men,56000
Men,56000
Men,56000
Men,56000
Women,56000
Women,56000
Men,56000
Men,56000
Men,57000
Men,57000
Men,57000
Women,57000
Women,57000
Men,57000
Men,57000
Men,57000
Women,57500
Men,57500
Women,58000
Men,58000
Women,58000
Women,58000
Men,58000
Men,58000
Men,58000
Women,58000
Men,58000
Men,58000
Men,58000
Women,58000
Men,58000
Men,58200
Men,58800
Men,58883
Men,59000
Men,59334
Women,59500
Men,60000
Men,60000
Men,60000
Men,60000
Men,60000
Men,60000
Men,60000
Men,60000
Men,60000
Men,60000
Men,60000
Women,60000
Men,60000
Women,60000
Men,60000
Women,60000
Women,60000
Men,60000
Women,60000
Men,60000
Men,60000
Men,60000
Men,60000
Men,60000
Men,60000
Women,60000
Women,60000
Men,60000
Men,60000
Men,60000
Men,60000
Women,60000
Women,60000
Women,60000
Women,60000
Men,60000
Men,60000
Women,60000
Women,60000
Men,60000
Men,60000
Men,60000
Women,60000
Men,60000
Men,60000
Men,60000
Men,60000
Men,60000
Men,60000
Men,60000
Women,60000
Men,60000
Men,60000
Men,60000
Men,60000
Men,60000
Men,60000
Men,60000
Men,60000
Men,60000
Men,60000
Men,60000
Men,60000
Men,60000
Men,60650
Men,60800
Women,61000
Men,61000
Women,61000
Men,61500
Men,61500
Men,61500
Men,62000
Women,62000
Men,62000
Men,62000
Women,62000
Men,62000
Men,62000
Men,62000
Men,62000
Men,62000
Men,62000
Men,62000
Men,62000
Women,62000
Men,62500
Men,62500
Men,63000
Women,63000
Men,63000
Women,63000
Men,63000
Women,63000
Women,63000
Men,63000
Men,63000
Men,63000
Women,63000
Men,63000
Women,63000
Men,63000
Women,63000
Men,64000
Women,64000
Women,64000
Men,64000
Women,64000
Men,64000
Men,64000
Women,64000
Men,64270
Men,65000
Men,65000
Men,65000
Men,65000
Men,65000
Men,65000
Men,65000
Men,65000
Men,65000
Men,65000
Men,65000
Men,65000
Men,65000
Men,65000
Men,65000
Men,65000
Men,65000
Men,65000
Men,65000
Men,65000
Women,65000
Men,65000
Men,65000
Men,65000
Men,65000
Men,65000
Women,65000
Men,65000
Women,65000
Men,65000
Women,65000
Men,65000
Men,65000
Men,65000
Men,66000
Men,66000
Men,66000
Men,66000
Men,67000
Men,67000
Men,67000
Men,67000
Women,67000
Women,67000
Women,67000
Men,67350
Women,67500
Men,67750
Men,68000
Men,68000
Women,68000
Women,68000
Women,68000
Men,68000
Women,68000
Men,68000
Men,68000
Men,68000
Men,69000
Men,69000
Men,69200
Men,70000
Women,70000
Men,70000
Men,70000
Men,70000
Women,70000
Women,70000
Women,70000
Men,70000
Men,70000
Men,70000
Men,70000
Men,70000
Men,70000
Men,70000
Men,70000
Men,70000
Men,70000
Men,70000
Men,70000
Men,70000
Men,70000
Men,70000
Men,70000
Men,70000
Men,70000
Men,70000
Men,70000
Men,70000
Men,70000
Men,70000
Women,71000
Women,71000
Men,71000
Men,71000
Men,71000
Men,71800
Women,72000
